%%%% there are 4253 distinct proteins and 5662 distinct
%%%% PPIs in this file, they are from I2D database
P40792	Q24560	2	173835	N	BioGrid_Rat
Q9VQQ6	Q9VQ57	2	32202	N	BioGrid_Worm
P23128	P48610	2	32230	N	BioGrid_Worm
P16378	Q9NFR7	2	32445	N	BioGrid_Worm
P22769	P40301	2	32554	N	BioGrid_Worm
Q868Z9	P02828	2	32568	N	BioGrid_Worm
Q94517	A1Z8U0	2	32760	N	BioGrid_Worm
P40301	P40301	2	32862	N	BioGrid_Worm
B8A417	P19889	2	32991	N	BioGrid_Worm
Q9I7L8	P19889	2	32991	N	BioGrid_Worm
O02373	O02373	2	33235	N	BioGrid_Worm
Q9VHI1	Q9VHN7	2	33320	N	BioGrid_Worm
Q9VLI9	Q9VSY8	2	33358	N	BioGrid_Worm
Q9VZ23	P31009	2	33928	N	BioGrid_Worm
Q9W3N6	Q9VFF0	2	34082	N	BioGrid_Worm
Q9NFR8	Q9VFF0	2	34082	N	BioGrid_Worm
Q9VGI8	P15348	2	34523	N	BioGrid_Worm
Q9GU68	Q09332	2	34711	N	BioGrid_Worm
Q7KMP8	Q9V3H2	2	34729	N	BioGrid_Worm
Q9W2D9	Q9VTU4	2	34864	N	BioGrid_Worm
Q9VWD0	Q9VR38	2	34983	N	BioGrid_Worm
A1ZBB1	O76863	2	35518	N	BioGrid_Worm
Q9VJ44	Q9VBU4	2	35905	N	BioGrid_Worm
P08646	Q9U9Q7	2	36241	N	BioGrid_Worm
Q9VT88	Q8IGA2	2	140979	N	BioGrid_Worm
Q9VT88	Q9VGM2	2	140979	N	BioGrid_Worm
Q24472	Q9V7W1	2	141138	N	BioGrid_Worm
Q24472	Q9VLU0	2	141158	N	BioGrid_Worm
Q24472	Q9VYB7	2	141307	N	BioGrid_Worm
Q24472	Q24146	2	141317	N	BioGrid_Worm
Q24472	Q9V345	2	141325	N	BioGrid_Worm
Q24472	Q9W5N2	2	141381	N	BioGrid_Worm
Q24472	Q9VMU0	2	141442	N	BioGrid_Worm
Q24472	Q9VEP6	2	141526	N	BioGrid_Worm
P26675	P23128	2	346782	N	BioGrid_Worm
P08646	P23128	2	346784	N	BioGrid_Worm
Q08012	Q8INB9	2	346811	N	BioGrid_Worm
Q07407	Q7JVP2	2	346851	N	BioGrid_Worm
Q07407	Q9VXQ0	2	346857	N	BioGrid_Worm
Q07407	Q9Y115	2	346975	N	BioGrid_Worm
P08646	Q9U9Q7	2	347038	N	BioGrid_Worm
Q07407	Q95SH2	2	347112	N	BioGrid_Worm
Q07407	Q9VIQ9	2	347272	N	BioGrid_Worm
P04412	P28159	2	347464	N	BioGrid_Worm
P08646	Q9VN02	2	347736	N	BioGrid_Worm
P37276	Q7JQW6	2	349245	N	BioGrid_Worm
Q9VQQ6	Q9VQQ6	2	364396	N	BioGrid_Worm
Q7JX95	Q9GQ87	2	36520	N	BioGrid_Yeast
P40793	P08645	2	36587	N	BioGrid_Yeast
P40793	P08645	2	36595	N	BioGrid_Yeast
P40793	Q9W2N0	2	36618	N	BioGrid_Yeast
P40793	P08645	2	36632	N	BioGrid_Yeast
P40793	Q7JWW5	2	36642	N	BioGrid_Yeast
Q9VTE6	Q9VIF0	2	36942	N	BioGrid_Yeast
Q8MSS0	Q9VIF0	2	36942	N	BioGrid_Yeast
Q9VIF0	Q9VIF0	2	36958	N	BioGrid_Yeast
Q8T4A9	Q9VC93	2	37060	N	BioGrid_Yeast
P91875	Q24320	2	37139	N	BioGrid_Yeast
P52295	P52295	2	37549	N	BioGrid_Yeast
P22769	P40304	2	37599	N	BioGrid_Yeast
P40301	Q9XZJ4	2	37612	N	BioGrid_Yeast
O61345	O61345	2	37634	N	BioGrid_Yeast
P32392	Q9VIM5	2	37722	N	BioGrid_Yeast
P92177	P92177	2	37773	N	BioGrid_Yeast
Q7KN62	Q7K3Z3	2	37894	N	BioGrid_Yeast
P56538	Q9VKB4	2	37934	N	BioGrid_Yeast
P56538	Q9VN25	2	37935	N	BioGrid_Yeast
Q9V3D6	P48461	2	38005	N	BioGrid_Yeast
Q8MZ09	Q9V3D6	2	38007	N	BioGrid_Yeast
P51406	Q9W3K3	2	38195	N	BioGrid_Yeast
Q9VCA5	Q9W3J5	2	38297	N	BioGrid_Yeast
Q24572	P84040	2	38372	N	BioGrid_Yeast
Q9W3K3	Q9W3C1	2	38534	N	BioGrid_Yeast
Q9W3K3	Q95WY3	2	38541	N	BioGrid_Yeast
O76994	Q9VIF0	2	38563	N	BioGrid_Yeast
Q8SXM8	Q9VPX4	2	38604	N	BioGrid_Yeast
Q9U912	P92177	2	38610	N	BioGrid_Yeast
Q9V3F2	P92177	2	38610	N	BioGrid_Yeast
Q9U912	P40320	2	38622	N	BioGrid_Yeast
Q9V3F2	P40320	2	38622	N	BioGrid_Yeast
Q9VFF0	Q7K3W2	2	38706	N	BioGrid_Yeast
Q9W4M9	O96553	2	39031	N	BioGrid_Yeast
Q76NQ0	Q24319	2	39176	N	BioGrid_Yeast
P13678	P15007	2	39239	N	BioGrid_Yeast
P23696	P40301	2	39271	N	BioGrid_Yeast
P23696	Q9XYN7	2	39275	N	BioGrid_Yeast
P40301	Q9XZJ4	2	39293	N	BioGrid_Yeast
Q9VUM1	Q9VTW6	2	39302	N	BioGrid_Yeast
A1Z8U0	O44437	2	39365	N	BioGrid_Yeast
Q9VN44	O18388	2	39388	N	BioGrid_Yeast
Q9VDK6	Q8IH00	2	39447	N	BioGrid_Yeast
Q9V3W9	P55035	2	39520	N	BioGrid_Yeast
Q9VEV7	Q9VR31	2	39563	N	BioGrid_Yeast
P91875	Q24320	2	39672	N	BioGrid_Yeast
Q8T4A9	Q9VC93	2	39921	N	BioGrid_Yeast
P20227	P52034	2	40270	N	BioGrid_Yeast
P20227	P27619	2	40277	N	BioGrid_Yeast
P29052	Q0E940	2	40405	N	BioGrid_Yeast
Q9VPH7	A1ZAB5	2	40419	N	BioGrid_Yeast
Q9VXK6	Q9V460	2	40551	N	BioGrid_Yeast
Q9VXK6	Q9VDM6	2	40553	N	BioGrid_Yeast
Q9VXK6	Q9VL96	2	40555	N	BioGrid_Yeast
Q9VYQ8	Q8IRG9	2	40624	N	BioGrid_Yeast
Q9VTE6	Q7K0Y1	2	40805	N	BioGrid_Yeast
Q8MSS0	Q7K0Y1	2	40805	N	BioGrid_Yeast
Q9VTE6	Q9VIF0	2	40823	N	BioGrid_Yeast
Q8MSS0	Q9VIF0	2	40823	N	BioGrid_Yeast
P08879	P84040	2	40966	N	BioGrid_Yeast
P48461	Q9VL96	2	41175	N	BioGrid_Yeast
Q9VMX3	Q9VWH4	2	41211	N	BioGrid_Yeast
